0.95	0.00	0.37
0.78	1.00	0.65
0.25	0.00	0.17
0.50	0.00	0.04
0.88	1.00	1.00
0.39	0.00	0.30
0.34	0.00	0.11
0.43	0.00	0.26
0.82	0.00	0.25
0.43	0.00	0.13
0.19	0.00	0.05
0.77	1.00	0.66
0.50	0.00	0.03
0.23	0.00	0.00
1.00	1.00	0.77
0.60	0.00	0.29
0.37	0.00	0.42
0.31	0.00	0.40
0.29	1.00	0.43
0.47	1.00	0.32
0.69	0.00	0.42
0.70	0.00	0.77
0.57	1.00	0.44
0.56	1.00	0.33
0.03	0.00	0.12
0.85	1.00	0.99
0.00	0.00	0.24
0.25	0.00	0.27
0.34	0.00	0.74
0.08	0.00	0.05
